Comment_ID,Campaign_ID,Comment_Text,Sentiment,Sentiment_Score,Likes,Engagements
9f213310-b00f-4cea-8181-9bed146ba26b,C001,"You may be surprised to know that my last tweet from @user was about the """"new """"\"""" Nike Air Jordan 2 Retro.""",Positive,0.2263,20,82
f3447f89-da42-47fb-b5e1-b564a90c8693,C001,"#MTVStarsLady Gaga may be the best thing to come out of the sun.   And she's going to be the worst.  
""If you're not on the news, it's because you're not in the news",Positive,0.0258,10,20
8592a2c5-054c-4645-8ce0-3015077e135d,C001,It's official: Jurassic Park is going to be the best movie of all time.  It's an amazing movie.   #fav #cinema #movie #narr #film #tickets #narr #movie #t,Positive,0.8402,36,18
6bc3bb92-b65b-4d33-bb53-f4dfeda35569,C001,"""""I'm excited to see tomorrow, the day of the eclipse, in the sun. I have a new favorite movie, The Twilight Saga, and it's already been a week and a half since I've seen it.    #n",Positive,0.6597,39,26
7e523819-8420-425b-974d-119a658d24fa,C001,"I really enjoyed the @user video from the first half of the NFL season. It's pretty much what I'd call a good movie.
""RT @user The only thing I can think of is that if the Ravens go down to the Steelers",Positive,0.8655,13,94
4f393a90-8bb1-465e-b313-413e9a4a6cfc,C001,"""""I hope everyone is having fun today.    #noreply #librarians #dontkillit""
""If it's all about the movie, I'll have the best movie ever made.",Positive,0.886,35,80
9ba3e1df-08ab-45db-8a12-9277ba158f85,C001,This is a very serious question:  I am an artist and I may not have the right to make a video for my work.  I may have the right to make a video for my work.  And I may have the right to make,Negative,-0.1513,2,8
a9fe32b9-74c2-48d4-ae3a-dc759270195d,C001,The 1st time I saw the #MTVStars on #TVStars I thought they were cute &amp; funny.  But then I saw them on the #GIFs &amp; I'm sad because I'm so confused.,Negative,-0.7341,8,19
b63af7f0-a9c3-4665-bcfe-1b06594927e1,C001,,Neutral,0.0,15,18
942c0cfe-e75a-4fb8-9f3a-9a79aa89ee22,C001,,Neutral,0.0,19,49
e56c9b64-10b0-4bb1-a8aa-ccf31394d114,C002,I am in my 30s and I am addicted to watching Sharknado 3.  I have a lot of time left in the day.  I have a great relationship with my dad and I want to see him again.  I don't,Positive,0.6597,17,49
0afa2350-764f-4b84-b67e-19f0d1dc2fc4,C002,"@user  The U.S. House of Representatives passed a bill today that would allow Planned Parenthood to be placed on the block list.  The House passed the bill Friday.  #news
""I'm excited to see my favorite actress get",Positive,0.5267,30,95
3ec3a329-91fd-4544-b8b3-dd6a6a4297ba,C002,I hope you all enjoy your Saturday afternoon\u002c enjoy the show.  We\u2019re on   ABC\u002c WBA\u002c LBC\u002c and KABC\u002c W,Positive,0.8519,46,57
1ac3903d-bcd6-41c8-9088-493de9d36092,C002,This is the best thing about  a Saturday night!,Positive,0.6696,33,76
0dcfd23b-a6c3-4b55-b020-a6c59cc16d10,C002,"#Prayers for the victims of the Boko Haram terrorist attack.
""Happy Monday. I'm going to the University of Georgia. May God bless and support all the victims.",Negative,-0.2732,7,3
f74002bb-2d5c-48cc-bade-74816fa953ba,C002,@user   I may not be the only one that's not convinced that Beyonce is the new Beyonce.  But I know that she's not.,Negative,-0.1603,3,7
3410b580-a9c5-4dd9-b287-7bc1ca228a49,C002,,Neutral,0.0,4,26
9c488898-c2b2-4ad7-bdb7-9a88147df1b6,C002,@user,Neutral,0.0,2,42
991f745c-8245-4a9b-8ee4-fd0800e1b13d,C002,I\u2019m going to be in the @user booth at the Magic Mike XXL show tomorrow night with @user,Neutral,0.0,19,19
b1a29ee4-d18c-4789-99b9-eb66f7a45f9b,C002,I hope you all enjoy your Saturday afternoon\u002c enjoy the show.  We\u2019re on   ABC\u002c WBA\u002c LBC\u002c and KABC\u002c W,Positive,0.8519,42,38
385cf11f-1725-4ef6-88bc-8d513bbeae72,C003,"I may be a bit disappointed in the amount of work the company is doing, but I'm a fan of @user as well.
I think the 5th season of Game of Thrones is gonna be amazing.
@user @user @user",Positive,0.8674,5,19
330851fb-0991-4c15-87ff-e0b0bf0b970f,C003,"""""I like @user """"Stingber and the Grateful Dead"""" by @user is the best thing ever.   I'm going to be there in 2 hours.  #WWE #WWE #WWE #WWE #Summer",Positive,0.8658,50,90
36a36080-8242-4799-8d12-18da22cfde48,C003,"""""I have an iPhone 4S, it's the best iPhone, I've had my whole life, it's my favorite phone and I'm happy with it, but I'm not happy with Apple's products.""",Positive,0.9001,8,39
6ed57467-16bc-498d-bbb4-881f2f66fe89,C003,I\u2019m excited for the 1st time to see Foo Fighters!  I\u2019m so excited for the 2nd time to see Foo Fighters!  I\u2019m so excited for the 3rd time to see Foo,Positive,0.7494,9,14
643fd9ce-124f-4d08-b526-3d44049b7887,C003,"I'm going to see David Bowie in a little bit.   The band is playing the Foo Fighters show on Saturday, July 27.",Positive,0.1531,26,19
450ef4f1-1c3f-4b38-8b06-a3f44c1fca43,C003,"""""#proudtweet: The Foo Fighters are set to perform at the London Arena on February 25th, the first day of the Foo Fighters concert on the UK mainland.",Negative,-0.1027,8,7
e2bbe0fa-64ab-4ec2-b5df-2def8891d514,C003,"The Foo Fighters performed on Friday, October 29th at the Foo Fighters Club in Foo Village.",Negative,-0.1027,4,15
7d3ba6e9-f163-4082-ac9c-d2afc5381375,C003,"I just found out that you can now vote for John Kasich in the US Senate in the upcoming primary.  You may not like him, but you are a decent candidate.   #trndnl
I can't wait to see you",Negative,-0.1419,3,17
b2346938-b7d8-457d-afd2-e50a82abe3f6,C003,,Neutral,0.0,6,41
d234a74d-de63-4aa9-8f7c-8f94e0bbcc5e,C003,"The Foo Fighters performed on Friday, October 29th at the Foo Fighters Club in Foo Village.",Negative,-0.1027,9,15
447e96b2-9864-4caa-bbbd-feaed7ce3f53,C004,"@user @user @user I\u2019m going to go to the VMA and I\u2019m going to see you tomorrow!
""On the bright side, it looks like @user is going to make a documentary about the",Positive,0.69,7,25
13820eef-9327-4672-a00b-235a87fce3b2,C004,"The 'Kendrick Lamar' video may be the best thing ever.  It may be the best thing ever.
@user You may have heard of the Grateful Dead but they're not going to be in the Grateful Dead concert.
""",Positive,0.1531,15,25
8f862ff1-21a3-4a21-91d1-a6f7be42e09b,C004,The next few days are going to be awesome.,Positive,0.6249,13,6
b991edec-1bcf-41ed-b02c-da4be5ac9c38,C004,"@user I'll be at the LMA in Milan tomorrow.  I'm going to be at the Italian Theatre.  I'll be in a bar.
@user I have a great feeling that you may not be as excited about this as",Positive,0.552,3,3
2629b637-d203-4f5a-8260-560aa0ab8956,C004,"The first time I saw the @user video, it was amazing.  I'll be watching it again tomorrow.
@user @user @user @user @user @user @user @user @user @user @user @user @user",Positive,0.5859,13,11
b15dc274-44fb-4d3e-8475-ff965b81f48b,C004,"The 1st time I sat down to watch Twilight was on the 2nd day of school. I thought it was a great show
""It's the end of a long day, but the sun still rises.",Positive,0.3716,13,13
f6e688c3-2325-4af5-8686-790a87340cb4,C004,"#totalow is coming to San Francisco on September 1st. It's just a matter of time!
""It's about time for #MTVStars: The new series of 'Breaking Bad' premieres on the network on Nov",Negative,-0.5707,7,1
e5cb18ae-6652-4422-aea2-87c44ab381a1,C004,"""""""""Seth Rollins may be the best wrestler on the planet, but he is also the most dangerous man on the planet.""""""""""""""""""""""
@user @user @user @user @user @user @user @user",Negative,-0.4569,10,20
fb7cc349-8015-4e72-8679-126c511a91a1,C004,,Neutral,0.0,5,8
31f66327-87be-44dd-aec5-5830990dde3f,C004,"The sun is shining tomorrow in the sky, the world is changing.",Neutral,0.0,14,26
24b54f21-5b3d-4719-8f3c-a1141e1212db,C005,"I am a fan of @user and the @user brand of Nike and it's logo and logo design.  I also like the way the @user logo looks like the 1st person in the world.
""I\u2019m going",Positive,0.743,3,7
f0d56a3f-6137-4cb0-a8a9-e6bdc4832cc6,C005,"This is the 1st time that I've seen David Beckham in person, the 3rd time he's gone to LA.  He's just so smart and funny.  It's a good thing that he has his own opinion.  He",Positive,0.8609,6,6
1a802298-bea9-4f5d-815a-0964dfe51f77,C005,"I want to see the sun and the sun shine on the 1st day of school tomorrow and then we'll go to Disneyland tomorrow.
@user I'm not going to the sun and the sun shines on the first day of school tomorrow and then",Positive,0.0772,17,14
5e4649b5-7b8b-4780-be7c-8dc55b4cca1a,C005,"#nprd
""Mitt Romney, on Thursday, told supporters that he would give a speech to the Christian Lobby in front of the House of Representatives, calling the church ""the new...
""#GOPDebate: Mitt Romney",Positive,0.4588,4,13
06df4da2-bb2d-48e1-9adf-d726a864bb98,C005,"The new iPhone 5s comes with an 8GB of RAM and a 5MP camera.   Apple's latest flagship may have the potential to rival the Nexus 5.
""I don't know about you, but I do know that I'm",Positive,0.0516,5,8
66a1fe54-ed7b-4529-a0d2-20fc9fddb202,C005,It's an open invitation for you to join us in the New York City International Fashion Week on Sept 5th.    #fashion #fashion #fashion #fashion #fashion #fashion #fashion #fashion #fashion #fashion #fashion #fashion,Positive,0.296,14,7
1dbc3940-7c95-4aa0-a423-e3afcfc49505,C005,,Neutral,0.0,4,33
0c42c1d4-25a0-4a56-8a6e-b68f59954dab,C005,,Neutral,0.0,19,11
86928480-60c3-4e53-880d-354b405d6e21,C005,,Neutral,0.0,3,46
09c2f548-9d71-4a61-ac13-9c3c6dba7a61,C005,"""""#TheOpen""""  """"""The Big Bang Theory""""  """"""The Walking Dead"""" """"""""The Big Bang Theory"" ""  """"""""""Mad Men""   """"""""The Daily Show with Jon Stewart""""""",Neutral,0.0,19,5
f86b8eaa-bf74-4ebd-92f4-8cd043b06ce4,C006,I'm excited to see the first batch of Moto G (3rd Gen) handsets this coming Thursday.,Positive,0.34,10,40
3f3bf050-57fd-4fce-9f7e-1456be0285c6,C006,I think I may be on the same level as Michael Jackson.  I may be as talented as that guy but I'm a little more humble and introverted.   I'm soooo happy  I can take the stage on stage and play,Positive,0.8834,15,62
d80d778d-b51a-418d-b5e9-5e7984d9ee67,C006,"The new Apple Watch may not be the best thing in the world, but it's still a big improvement over the iPhone 6S.   #Apple
""I'm going to the GDC tomorrow, and I can't wait to see all",Positive,0.4245,36,71
aab67523-c039-48d9-98b6-f8477a027caa,C006,"We want to see you at #YCombinator tomorrow at 3:30pm and we're excited to get you there!
@user @user @user @user @user @user @user @user @user @user @user @",Positive,0.4574,18,61
455776f5-15ad-4e27-a547-99adc467a854,C006,"@user @user @user @user  I'm in the room and I can't wait to see the new iPad at the Nokia booth tomorrow.  And the best part is, I'm going to see @user and @user at the N",Positive,0.6369,8,31
37dc9922-cfc7-42cb-a709-2f74efa5e00b,C006,"We're excited to announce that we're partnering with the #Greensboro Area Community Center on Thursday, November 7th!  Join us for a FREE FREE event at 10:00 a.m. on the...
@user @user @",Positive,0.9179,29,10
58bdf95b-237c-4820-a683-3c257e54ec41,C006,"@user I just realized that I have a few more days until the first episode of Sharknado 3 drops tomorrow!
""David Price may be the best player on the mound in the NL, but he's also one of the worst hitters in",Negative,-0.6533,6,8
f7339ff2-b513-4780-88cb-2ba89a55f394,C006,#Vinyl #YMMA #Pics  #YMMA #Battles #C'mon!    #YMMA #NHL #Battles #MMA #USOpen #MLB #US,Neutral,0.0,16,23
a79fc1f0-06c8-4d42-b27d-63011675ddcd,C006,"We want to see you at #YCombinator tomorrow at 3:30pm and we're excited to get you there!
@user @user @user @user @user @user @user @user @user @user @user @",Positive,0.4574,32,99
138ed37c-e23d-4741-b16a-8ff5773ac01d,C006,,Neutral,0.0,19,47
6f1b7743-f55d-4e33-8b83-2d9522b5fe37,C007,I'm pretty sure Justin Bieber is a new kid in the park.  But he's not even 17 yet.  So he's a bit old.  He'll probably be on my list for the 1st time tomorrow.  Maybe it's,Positive,0.4118,15,4
28788554-0bdf-4afb-b2f7-5b13c9df8cef,C007,"I'm going to go see Foo Fighters on a Friday in the sun!
@user @user @user  I have a very big deal about your new movie and it's going to be the best movie of the year, and I'm excited",Positive,0.7712,6,9
1fa2e7d7-46ce-4bec-b543-cae5ad9305d8,C007,This morning I had a great time at the VMAs.,Positive,0.6249,6,30
f388d304-2efc-445f-b7c4-81c7c9b6a845,C007,The Foo Fighters are playing the new Foo Fighters concert in Detroit on Saturday!,Positive,0.1759,1,18
37d464b4-b617-419d-b829-666b7f343c74,C007,"It's a good day for the Moto G 4S. We\u2019re all excited for the new phone.  We\u2019ll be testing it tomorrow.
I\u2019m going to be in a bar in the area",Positive,0.6486,17,1
bbccb845-eaed-4fe9-b27b-aaa6b6cf0588,C007,This is a good one for Saturday Night Live.,Positive,0.4404,10,1
5ff61059-3a16-44fa-b689-716e0cfd43bd,C007,"I was in the room at the New York City Fair on Saturday and sat down to watch the Mets game,  but I didn't see anything like this...
""Bubba, David Wright, and David Wright will be out for the",Negative,-0.2535,0,18
f14a57c7-f472-471f-8fb0-38df8f678d4c,C007,"I don't think I'm going to the Pride Parade on Tuesday.   I've just gotten tired of seeing the same shit on Saturday.  I'm so tired of seeing it on the 7th.
@user @user @user @",Negative,-0.7906,7,16
f8c4d6e3-58ae-4bef-bd16-b54f531d14d4,C007,,Neutral,0.0,18,15
b422f2ff-592f-4b9f-8f2e-ec0db8c19a57,C007,@user @user  #ShawnMayer @user,Neutral,0.0,3,37
7772aed3-2562-4486-963f-14e022bb189b,C008,"I really wish we had a #Hulk Hogan fight tomorrow! I hope he wins.  #UFCHogan
@user @user  I saw that movie the other day.  I'm glad you did.  He's just the 3",Positive,0.883,10,33
61af7a92-4fd4-4d7a-acd7-74063f43f253,C008,"I'm a little disappointed by the fact that @user is not going to be on this show tonight.  He may not be on, but he's a very talented actor.  He's got a great deal of talent.  And he",Positive,0.9364,9,86
3c0dcd26-6c76-4961-adfc-3b9e7ab5fe6e,C008,"""""I think it was good to see Ed Sheeran in the 1st place.    He had a great performance tonight, but he was just not the same as the 1st time.   #TheOpen""
""",Positive,0.5423,9,96
f1c49488-14ff-42ca-a29d-60cc3ba442bb,C008,"""""""""No matter what, you can always come to the library to meet me, I will always be there. I will be there to greet you all and welcome you all. """"""""""
""Happy Birthday to Justin Bieber, I just sat",Positive,0.8442,20,61
84df1ffb-3bbc-46f1-a551-8b6f471aceb8,C008,You may be surprised by the number of Muslims who are being slaughtered by Boko Haram.,Positive,0.296,12,82
877022e5-ced9-44bf-a864-f52c9e690871,C008,"@user I hope you see that you can\u2019t get in the way of the fact that we have a gay marriage amendment.  #LGBT
@user @user @user I hope that is a good sign. We may not have",Positive,0.8271,20,84
865cfe8e-9f66-4aaa-8c5d-bad7c2a4da51,C008,I'm going to be at the Foo Fighters concert in Milan in August.   I'm going to be at the Foo Fighters concert in Milan in August.  I'm going to be at the Foo Fighters concert in Milan in August.  #,Negative,-0.1531,9,1
4416215a-3819-44de-b293-e1114c66f9bd,C008,The 1st time I heard the word 'Nike' in the 1st place was in the 1st verse of the 3rd verse of the 1st verse of the 1st verse of the 2nd verse of the 2nd verse of the,Neutral,0.0,4,31
0a492351-fe25-4db3-aa1b-8208d06c06ff,C008,,Neutral,0.0,20,41
98eaa728-5640-46c5-b55d-31c175d13633,C008,"I'm a little disappointed by the fact that @user is not going to be on this show tonight.  He may not be on, but he's a very talented actor.  He's got a great deal of talent.  And he",Positive,0.9364,38,50
5da48476-bfe3-4321-941b-30f9290081db,C009,"I just bought a ticket to see Jurassic World on Friday and I'm so excited for the movie! It's a little bit like the Jurassic World movie on the 3rd. It's not as bad as the original film.
""#WWE",Positive,0.8683,21,36
6b25e76d-44ac-4924-9870-0dc140b3c337,C009,"I'm going to see Jurassic World on Sunday and I'm just sooo excited about the new trailer.  I'm going to watch Jurassic World on Netflix and I want to see the world first.
""It's a Monday, but I'm",Positive,0.2144,47,50
0a8741a2-fa5d-4c7e-98b9-962c2216f76d,C009,"I\u2019m going to the Dunkin tomorrow night and it\u2019s gonna be a great night.  It\u2019s the 3rd Dunkin I\u2019ve had in a while.  You know, it",Positive,0.6249,20,43
21fbd7ac-a3ca-4d9c-a980-340d72491669,C009,#Amazon Prime Day is going to be a good time!,Positive,0.4926,30,26
f4c158db-342f-43aa-a013-d9929a367e51,C009,"I have a feeling that we may have to wait until tomorrow to get a new iPhone.  I don't want to wait until tomorrow to buy one of these.
I\u2019m going to the cinema at 10pm on a Saturday night",Positive,0.0716,47,92
a18820dc-17ab-4c22-bf89-3af96cfb9736,C009,"""""Kris Bryant may be the best player in the game, but he's not the best hitter. He's the worst. He's a ball player, a ballplayer, a ballplayer, a ball player, a ballplayer, a",Positive,0.4118,24,68
158d92f4-2773-4e57-bba4-accf70cd6a4c,C009,#DjKMTV - #AppleWatch -,Neutral,0.0,12,9
2b177eab-6be9-4b50-9a91-a0022d351a27,C009,"I have a feeling that we may have to wait until tomorrow to get a new iPhone.  I don't want to wait until tomorrow to buy one of these.
I\u2019m going to the cinema at 10pm on a Saturday night",Neutral,0.0716,2,34
41fdbb2f-935a-4872-ae9d-dd160d81af1c,C009,"""""Kris Bryant may be the best player in the game, but he's not the best hitter. He's the worst. He's a ball player, a ballplayer, a ballplayer, a ball player, a ballplayer, a",Positive,0.4118,44,82
ef483cca-5e01-4f34-a9e5-1fab9a151667,C009,,Neutral,0.0,5,9
87884499-1ffa-48e7-9ab5-4f17575d46ed,C010,"@user I'm going to the @user game tomorrow and I'll be playing for the 3rd time on the console. I may have to wait until Friday
""The new video on Saturday, August 24th, is #1 on Netflix,",Positive,0.2023,17,6
7e12a7f1-59aa-4af9-817c-fa8020d01c93,C010,"This Sunday at the Ritz Carlton, a special edition of the Big Brother Channel will feature the...
""We're on the cusp of a great season of 'Breaking Bad' with Seth Rollins, and I'm excited for the big finale of",Positive,0.6908,16,8
4131e05b-c38c-4e2d-acd4-85a1247d6569,C010,"""""""""The next few days will be the most exciting.  I will be watching the Spurs vs. Spurs game in the morning, then watching the 2nd game of the season, then watching the 3rd game of the season, then watching",Positive,0.5413,4,29
58cd85b6-2620-4a6b-afa1-8ef5472915b1,C010,"I'm not even sure that the Knicks will win the NBA Championship tomorrow. I'm just hoping the Lakers win it. #Mets
""I'll be at the Dunkin' Donuts tomorrow, so I don't need to worry about my",Positive,0.9293,11,28
e6941a5a-4aa0-4f4d-b54c-6937a527105b,C010,"""""I'm not saying the Jets are going to win, I'm saying that they're going to win a Super Bowl, they're going to win a Super Bowl, and I'm sure they'll be back in the playoffs in January""""""
@",Positive,0.9702,2,28
a41f930e-dbd4-4774-bc22-ec30029c2452,C010,"#Apple Watch may be the new iPhone, but it's not the same as the iPhone 6s Plus
@user i would love to see you at @user tomorrow!    @user @user @user @user  @user",Positive,0.7959,7,11
5e48d8ce-70c7-471d-bfb1-dfdcceffe1e1,C010,"See you tomorrow at 5:30pm EST at the White House in Washington D.C.   #MakeAmericaGreatAgain
""I'm going to the White House tomorrow, and I'm going to see the new Star Wars movie, and",Negative,-0.5574,4,5
6c462de9-a16d-46bf-a741-39420ca101ec,C010,,Neutral,0.0,16,39
3f07d53c-8e48-4acf-9192-05bf383ae0bb,C010,I\u2019m going to be watching Sharknado 3 on the 10th of January. I\u2019m going to be watching the 2nd one on the 7th.  #Sharknado3 #sharknado,Neutral,0.0,11,44
a0dc9de2-9125-4ce3-8c35-686d13c391aa,C010,This Saturday\u002c the National Hot Dog Day is here in Philadelphia.,Neutral,0.0,18,5
a9a1b87a-691a-4dfe-965e-4cda5a6c8c1b,C011,"If you are a fan of the show, you may want to see Frank Ocean's """"""""Mets"""""""""""""""" soundtrack for Saturday Night Live.""
""Randy Orton, a fan of the Grateful Dead and a member of the Grateful",Positive,0.6808,47,80
13056415-0454-4027-9f03-7699ab94ca1f,C011,"The #USOpen is tomorrow.  If you haven't been following the news yet, you may want to check it out!",Positive,0.1511,24,94
50e5f433-8cf2-48c1-88ef-6064d8d2fcbd,C011,The fact that the Mets will play the Red Sox on Monday is a major issue for the Red Sox.   They may not have the best pitching staff and are going to have a better chance of winning.    #Mets #M,Positive,0.7455,11,27
0ec5c9dc-af8e-4848-a07a-eb34f41d6398,C011,"I am going to have to watch the 2nd season of Game of Thrones on Amazon Prime.   I can't wait to see what happens.
""Today is the 3rd of October, so it's a little weird. I may not",Positive,0.0076,21,24
8211257a-4e99-4b48-8c62-e1602832448e,C011,"@user I'm going to see Paper Towns tomorrow  I'm going to be so excited about it!
@user @user @user you\u2019re so excited\u002c you know what that means! So excited for tomorrow",Positive,0.7793,11,80
ebf7beb7-631d-4c4c-94fb-e519254e3a09,C011,"I was excited to see Jurassic World at the Hollywood Bowl on Sunday.  I was excited to see the cast of the film.   I may have to give it a shot.
@user @user @user @user I'm going",Positive,0.5859,14,44
80ba5baf-49eb-48bf-a45a-4912398089db,C011,The 1st thing I've learned is that this is not a debate.   #Sharknado3 is a #Star Wars movie.,Negative,-0.5574,4,19
d96b9eb9-1cc0-4019-b193-3f2689a78cb3,C011,@user @user @user @user,Neutral,0.0,8,50
bba968d7-027c-4793-b762-69711e7e04e2,C011,"I was excited to see Jurassic World at the Hollywood Bowl on Sunday.  I was excited to see the cast of the film.   I may have to give it a shot.
@user @user @user @user I'm going",Positive,0.5859,26,36
df7660cb-227c-472a-ab88-0082aa01fcfe,C011,,Neutral,0.0,10,37
67add269-016b-4916-8631-22da5a1f4412,C012,"I'm so glad I got to see Jurassic World!  I'm so excited for the new movie!
@user @user @user @user @user @user @user @user @user @user @user @user @user @user",Positive,0.7902,15,8
6c95fbca-4636-4f81-a042-88fc13270ab6,C012,"I am really excited for the """"""""The Last Day"""""""""""" on Saturday.  I will definitely be there.
""#USOpen #Open #USOpen #USOpen #USOpen #USOpen #USOpen #USOpen",Positive,0.659,1,2
0b8aabe8-d798-4884-a49b-8e6c48e5d3b5,C012,"David Wright and the Cubs may be the 2nd best team in the AL.
@user I'm a little disappointed that it's not Friday but I'm glad that you guys are doing the right thing.
""The world will be a better",Positive,0.8607,20,13
bf1228c0-3ce0-44e3-bed7-04ac20c041e4,C012,"#SummerSlam is over\u002c I'm excited about the new show\u002c and I can't wait for the #SummerSlam in July
""Today is National Hot Dog Day, which means you can order a hot",Positive,0.34,8,1
f0a0a009-8f98-4ed8-b426-0a9de6590349,C012,"I think it's best that we all know that Ant-Man may be going to be released on November 19th
@user @user @user @user @user @user I think it was the 8th day of Eid.  I don",Positive,0.6369,0,10
cc82c305-bec5-470c-94db-d1b907202c43,C012,"""""""""Hulk Hogan is a good wrestler. He's just not a good wrestler. He's not a good wrestler, he's a bad wrestler, he's a good wrestler.""""""""""""""""""""""@user """"""""""""If you don",Positive,0.7964,4,20
7b7411e0-a8f5-4ac6-b8d6-46ca26d9a684,C012,"I\u2019m going to be going to see Ice Cube on Saturday\u002c I\u2019m not going to be disappointed
""I\u2019m just going to get my tickets for the Red Sox game tomorrow\u",Negative,-0.4767,4,5
8eab8f5d-c008-4bdf-a10f-4b234fdb5d4d,C012,#TheOpen,Neutral,0.0,16,40
b5e3d8cd-8456-4912-baf6-e81bcdc608ef,C012,"I think it's best that we all know that Ant-Man may be going to be released on November 19th
@user @user @user @user @user @user I think it was the 8th day of Eid.  I don",Positive,0.6369,13,17
d22283d5-d900-4691-9f85-d4450a2f4450,C012,@user,Neutral,0.0,2,12
635bfd67-30c7-4448-9052-3b31cf863b40,C013,We are proud to announce our new live stream of the #CFC match tomorrow.,Positive,0.4767,9,98
cadf01a8-42f3-4864-b06d-ebdf5d98ca81,C013,I hope this article is not a negative one.,Positive,0.7094,14,79
1c397547-f938-424a-ad69-0b2b1df09288,C013,"This Saturday, Nov 9th, the Foo Fighters will be playing at the @user Center in New Haven CT. The Foo Fighters will be playing at the @user Center in New Haven CT.
""So, I'm going to the concert",Positive,0.296,7,57
6095ef4e-c579-4f22-805b-5b6bd5292d2a,C013,"""""I can't wait to see how it all goes for me and my friends tomorrow! Hope you all enjoyed it!",Positive,0.8715,42,80
d5571375-e908-4741-a678-6dd7ce1eba71,C013,I'm going to see this guy from Sharknado 3 and I'm not going to be so excited about this.,Positive,0.4795,14,65
b6eb8ffd-7466-4abb-8bb0-9af0d05f29d4,C013,@user @user @user @user @user @user  I just saw the same thing last night\u002c so I may as well have heard it. I don\u2019t think it\u2019s new. I,Positive,0.3321,13,15
fd3a815c-3114-47d9-aa3e-e4fb42e244f5,C013,I'm going to see Frank Gifford at the VMA in January.  I'm not going to make a big deal out of it.  I'm going to be a little more critical of the film.  But I'm going to,Negative,-0.1673,4,11
d6bd0a03-ad5a-4016-9963-bf4871f48b1d,C013,"""""The only thing worse than the sun is the sun shining on the ocean""""",Negative,-0.4767,0,11
96c9b8a9-0c2a-4410-acf2-49fcff921ba3,C013,#Fashion #Watches #Fashion #Caitlyn Jenner may be the most famous woman on the planet.,Neutral,0.0,8,48
bda642df-e0f5-44fb-a0f7-71d04794be77,C013,"""""I can't wait to see how it all goes for me and my friends tomorrow! Hope you all enjoyed it!",Positive,0.8715,20,95
3372b792-b62b-4eed-aed8-a7ebca48bfb5,C014,I think the UFC may have done a great job in the UFC last night.,Positive,0.6249,11,55
454f6b28-9a0d-40a4-9ebc-f5f6c8e7ed40,C014,"""""""""I was in a group of girls in a hotel, and we were talking about Kanye West, and I said, """"""""""""I don't know if I should go, but I'm going to a party with him tomorrow.""""",Positive,0.5499,40,62
71573a98-59b8-422e-9edf-64ae2b608a1a,C014,"#AFCFC #Arsenal has had a fantastic season but it's a good one.  I know I'm not alone in that opinion.  Arsenal is the best team in the league.   #Arsenal #Arsenal
@user @user",Positive,0.9332,44,29
b220d381-004e-4615-aba5-9b3ac758bc6e,C014,#MTVStars is getting it's first episode tomorrow night and I want to watch it.,Positive,0.0772,20,30
e13277e5-649c-4a90-952d-37aa9e38f35e,C014,@user I'm going to watch a show in my hometown tomorrow and I'm so excited for you!,Positive,0.528,16,62
9b94df90-0a7e-439e-91fe-846d4e6775b0,C014,"I have an iPad. I\u2019m going to be watching """"""""Seth Rollins"""""""""""" on Tuesday.  He\u2019s my favorite wrestler.   #MTVStars
""I\u2019m excited to",Positive,0.6597,6,32
